Metal,Method,Energy1(meV),Energy2(meV),Energy3(meV),Energy4(meV),Energy5(meV),Energy6(meV),Energy7(meV),Energy8(meV)
Cu,PBE0-D30,0.0,1086.0486399999445,668.0989500000578,939.9682099999609,958.5126599999967,436.86335000006693,877.0693999999821,665.0382800000898
Cu,PBE0-D3,0.0,1170.714930000031,716.8822599999203,1020.1605499999005,1028.2243199999357,434.1169199999513,904.2307400000027,691.243570000097
Cu,PBE0-D4,0.0,1120.9719700000278,705.0095499998861,1024.0488099998402,1036.4964499999587,483.6811799998486,933.5040099999787,726.1943099999826
Cu,PBE0-TSHI,0.0,1134.7375000000284,726.094699999976,1084.515569999894,1079.1238099998282,544.4647199999508,969.1625599998588,775.387290000026
Cu,HSE06,0.0,1019.719059999943,682.1488499999759,1028.3462800000507,1050.4087899998922,587.8273200000876,991.2040399999569,795.0020499999937
Cu,HSE06-D4,0.0,1104.443869999841,697.8566499999488,1014.0318799999477,1026.6650999999456,483.1941499999175,927.5759600000129,721.2169099998391
Cu,B3LYP,0.0,898.3729799999765,634.7327700000278,984.8602499998833,1020.0844299999972,699.1517799999656,1012.599899999941,857.1021600000677
Cu,B3LYP-D2,0.0,1114.3273000000136,795.9489600000325,982.1819000001142,953.1546499999877,502.3130500001116,828.1286400001591,705.214739999974
Cu,B3LYP-D2-Ne,0.0,1114.3273000000136,795.9489600000325,982.1819000001142,953.1546499999877,502.3130500001116,828.1286400001591,705.214739999974
Cu,B3LYP-D30,0.0,969.2236000000776,588.0369399999381,802.827040000011,836.4396399999805,431.5069700001004,799.6135700000195,614.9177800000416
Cu,B3LYP-D3,0.0,1150.7158899999013,684.1290499999104,960.532159999957,964.0198500001134,394.3961899999522,833.5275100000672,646.3245899999492
Cu,B3LYP-D4,0.0,1242.9712299999665,718.2426899998973,1042.6939100000254,1042.8265799998826,382.16369999986455,852.2804899998846,683.7460699998701
Cu,HF,0.0,429.0273762530946,443.5608566528973,704.3197420882508,741.8531232420887,778.2060664312762,932.1899178359067,745.667115577049
Cu,MP2,0.0,1319.2652432164653,901.8063943495388,1206.8255182881053,1285.3880360749213,680.167403150748,1210.223277662625,961.6879005744877
Cu,CCSD,0.0,1035.5119334044662,697.2159517442294,1012.2197512125124,1080.906797168526,667.352972663304,1038.160431075911,871.5254404151816
Cu,CCSD(T),0.0,1168.8203251885438,745.9481858036442,1112.674200946112,1155.5864338365411,626.7713593461747,1077.3469636609207,877.400147833944
